WO,District,LeadTech,Service,Rush,ReqDate,WorkDate,Techs,WtyLbr,WtyParts, LbrHrs , PartsCost ,Payment, Wait ,LbrRate, LbrCost , LbrFee , PartsFee , TotalCost , TotalFee ,ReqDay,WorkDay
A00888,Northwest,Khan,Replace,,3-Jun-21,21-Jul-21,2,,,0.5,150,Account,48,#REF!,#REF!,#REF!,150,#REF!,#REF!,Thu,Wed
A00889,North,Ling,Replace,,3-Jun-21,,2,,,,42.66,Account,  ,#REF!,#REF!,#REF!,42.66,#REF!,#REF!,Thu,Sat
A00890,Central,Cartier,Assess,,3-Jun-21,,2,,,,20.01,C.O.D.,  ,#REF!,#REF!,#REF!,20.01,#REF!,#REF!,Thu,Sat
A00891,West,Khan,Deliver,,4-Jun-21,19-Jul-21,1,,,0.25,180,C.O.D.,45,#REF!,#REF!,#REF!,180,#REF!,#REF!,Fri,Mon
A00892,Southeast,Burton,Deliver,,5-Jun-21,23-Jun-21,1,,,0.25,30,C.O.D.,18,#REF!,#REF!,#REF!,30,#REF!,#REF!,Sat,Wed
A00893,North,Ling,Deliver,,7-Jun-21,10-Jun-21,1,,,0.25,0.46,C.O.D.,3,#REF!,#REF!,#REF!,0.46,#REF!,#REF!,Mon,Thu
A00894,Central,Cartier,Assess,,7-Jun-21,14-Jun-21,2,,Yes,1.5,105.98,C.O.D.,7,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Mon,Mon
A00895,North,Ling,Assess,,7-Jun-21,15-Jun-21,2,,,0.25,19.2,Account,8,#REF!,#REF!,#REF!,19.2,#REF!,#REF!,Mon,Tue
A00896,West,Khan,Deliver,,7-Jun-21,21-Jun-21,1,,,0.25,180,C.O.D.,14,#REF!,#REF!,#REF!,180,#REF!,#REF!,Mon,Mon
A00897,Southeast,Burton,Replace,,7-Jun-21,14-Jul-21,1,,Yes,0.5,240.67,C.O.D.,37,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Mon,Wed
A00898,Central,Burton,Replace,,7-Jun-21,21-Jul-21,1,,,2,425.9,C.O.D.,44,#REF!,#REF!,#REF!,425.9,#REF!,#REF!,Mon,Wed
A00899,Northwest,Cartier,Install,,7-Jun-21,,2,,,,346.24,C.O.D.,  ,#REF!,#REF!,#REF!,346.24,#REF!,#REF!,Mon,Sat
A00900,North,Ling,Deliver,,8-Jun-21,14-Jun-21,2,,,0.25,146.76,C.O.D.,6,#REF!,#REF!,#REF!,146.76,#REF!,#REF!,Tue,Mon
A00901,Central,Cartier,Replace,,8-Jun-21,16-Jun-21,1,,,0.5,120,C.O.D.,8,#REF!,#REF!,#REF!,120,#REF!,#REF!,Tue,Wed
A00902,Northwest,Cartier,Assess,,8-Jun-21,17-Jun-21,1,,,0.5,45.88,P.O.,9,#REF!,#REF!,#REF!,45.88,#REF!,#REF!,Tue,Thu
A00903,South,Lopez,Install,,8-Jun-21,22-Jun-21,1,,,1.25,30.42,Account,14,#REF!,#REF!,#REF!,30.42,#REF!,#REF!,Tue,Tue
A00904,South,Lopez,Deliver,,8-Jun-21,22-Jun-21,1,,,0.25,30,Account,14,#REF!,#REF!,#REF!,30,#REF!,#REF!,Tue,Tue
A00905,North,Ling,Deliver,,8-Jun-21,22-Jun-21,1,,,0.25,90.63,C.O.D.,14,#REF!,#REF!,#REF!,90.63,#REF!,#REF!,Tue,Tue
A00906,North,Ling,Assess,,8-Jun-21,7-Jul-21,2,,,0.25,120,C.O.D.,29,#REF!,#REF!,#REF!,120,#REF!,#REF!,Tue,Wed
A00907,Southeast,Khan,Assess,Yes,8-Jun-21,12-Jul-21,1,,,0.75,8.92,Account,34,#REF!,#REF!,#REF!,8.92,#REF!,#REF!,Tue,Mon
A00908,South,Burton,Repair,,8-Jun-21,12-Jul-21,2,,,1.25,244.72,Account,34,#REF!,#REF!,#REF!,244.72,#REF!,#REF!,Tue,Mon
A00909,Northwest,Cartier,Assess,,8-Jun-21,,2,,,,150,Account,  ,#REF!,#REF!,#REF!,150,#REF!,#REF!,Tue,Sat
A00910,Southeast,Cartier,Assess,,9-Jun-21,18-Jun-21,2,,,0.25,52.17,Account,9,#REF!,#REF!,#REF!,52.17,#REF!,#REF!,Wed,Fri
A00911,North,Ling,Deliver,,9-Jun-21,1-Jul-21,1,,,0.25,41.71,Account,22,#REF!,#REF!,#REF!,41.71,#REF!,#REF!,Wed,Thu
A00912,North,Burton,Repair,,10-Jun-21,12-Jun-21,1,,,1,"1,800.24",C.O.D.,2,#REF!,#REF!,#REF!,"1,800.24",#REF!,#REF!,Thu,Sat
A00913,Central,Khan,Assess,,10-Jun-21,21-Jun-21,1,,,0.5,144,C.O.D.,11,#REF!,#REF!,#REF!,144,#REF!,#REF!,Thu,Mon
A00914,West,Khan,Assess,Yes,10-Jun-21,21-Jun-21,1,,,0.5,39.95,Account,11,#REF!,#REF!,#REF!,39.95,#REF!,#REF!,Thu,Mon
A00915,North,Ling,Replace,,10-Jun-21,26-Jun-21,2,,,0.5,180,Account,16,#REF!,#REF!,#REF!,180,#REF!,#REF!,Thu,Sat
A00916,South,Khan,Assess,,10-Jun-21,23-Jun-21,1,,,0.25,150.36,C.O.D.,13,#REF!,#REF!,#REF!,150.36,#REF!,#REF!,Thu,Wed
A00917,South,Lopez,Deliver,Yes,10-Jun-21,9-Jul-21,1,Yes,Yes,0.25,110.11,Warranty,29,#REF!,#REF!, -   , -   ,#REF!, -   ,Thu,Fri
A00918,North,Ling,Deliver,,10-Jun-21,15-Jul-21,1,,,0.25,120,Account,35,#REF!,#REF!,#REF!,120,#REF!,#REF!,Thu,Thu
A00919,North,Ling,Replace,,10-Jun-21,12-Jul-21,2,,,0.5,272.5,Account,32,#REF!,#REF!,#REF!,272.5,#REF!,#REF!,Thu,Mon
A00920,West,Khan,Assess,,10-Jun-21,14-Jul-21,1,,,0.25,34.5,P.O.,34,#REF!,#REF!,#REF!,34.5,#REF!,#REF!,Thu,Wed
A00921,Central,Khan,Repair,,10-Jun-21,15-Jul-21,2,,,3,44.06,C.O.D.,35,#REF!,#REF!,#REF!,44.06,#REF!,#REF!,Thu,Thu
A00922,Northwest,Cartier,Repair,,10-Jun-21,,2,,,,67.84,P.O.,  ,#REF!,#REF!,#REF!,67.84,#REF!,#REF!,Thu,Sat
A00923,Central,Khan,Assess,,10-Jun-21,,2,,,,165.87,C.O.D.,  ,#REF!,#REF!,#REF!,165.87,#REF!,#REF!,Thu,Sat
A00924,East,Ling,Replace,,10-Jun-21,,2,,,,42.66,Credit,  ,#REF!,#REF!,#REF!,42.66,#REF!,#REF!,Thu,Sat
A00925,Southeast,Burton,Replace,,10-Jun-21,,1,,,,101.9,Account,  ,#REF!,#REF!,#REF!,101.9,#REF!,#REF!,Thu,Sat
A00926,Southwest,Burton,Repair,,10-Jun-21,,2,,,,222.54,C.O.D.,  ,#REF!,#REF!,#REF!,222.54,#REF!,#REF!,Thu,Sat
A00927,Southeast,Burton,Replace,,11-Jun-21,16-Jul-21,1,Yes,Yes,0.5,344.77,Warranty,35,#REF!,#REF!, -   , -   ,#REF!, -   ,Fri,Fri
A00928,North,Ling,Deliver,,12-Jun-21,29-Jun-21,1,,,0.25,22,Account,17,#REF!,#REF!,#REF!,22,#REF!,#REF!,Sat,Tue
A00929,Central,Cartier,Replace,,14-Jun-21,23-Jun-21,1,,,0.5,120,Account,9,#REF!,#REF!,#REF!,120,#REF!,#REF!,Mon,Wed
A00930,Central,Khan,Replace,Yes,14-Jun-21,24-Jun-21,1,Yes,Yes,0.5,204.28,Warranty,10,#REF!,#REF!, -   , -   ,#REF!, -   ,Mon,Thu
A00931,West,Burton,Replace,,14-Jun-21,7-Jul-21,2,,Yes,5,"2,048.56",C.O.D.,23,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Mon,Wed
A00932,Southeast,Khan,Deliver,,14-Jun-21,22-Jul-21,1,,,0.25,8.55,C.O.D.,38,#REF!,#REF!,#REF!,8.55,#REF!,#REF!,Mon,Thu
A00933,Central,Cartier,Assess,,14-Jun-21,22-Jul-21,1,,,0.5,120.54,C.O.D.,38,#REF!,#REF!,#REF!,120.54,#REF!,#REF!,Mon,Thu
A00934,Northwest,Cartier,Replace,,14-Jun-21,,2,,,,52.35,P.O.,  ,#REF!,#REF!,#REF!,52.35,#REF!,#REF!,Mon,Sat
A00935,Central,Khan,Install,,14-Jun-21,,2,,,,406.71,C.O.D.,  ,#REF!,#REF!,#REF!,406.71,#REF!,#REF!,Mon,Sat
A00936,South,Lopez,Deliver,,15-Jun-21,9-Jul-21,1,,,0.25,70.53,Account,24,#REF!,#REF!,#REF!,70.53,#REF!,#REF!,Tue,Fri
A00937,Northeast,Ling,Assess,,15-Jun-21,12-Jul-21,2,,,0.25,14.4,Account,27,#REF!,#REF!,#REF!,14.4,#REF!,#REF!,Tue,Mon
A00938,Southeast,Burton,Assess,,15-Jun-21,14-Jul-21,1,,,0.25,144,P.O.,29,#REF!,#REF!,#REF!,144,#REF!,#REF!,Tue,Wed
A00939,North,Ling,Assess,,15-Jun-21,19-Jul-21,1,,,0.5,5.4,C.O.D.,34,#REF!,#REF!,#REF!,5.4,#REF!,#REF!,Tue,Mon
A00940,West,Lopez,Assess,,16-Jun-21,24-Jun-21,1,,,0.25,23.15,P.O.,8,#REF!,#REF!,#REF!,23.15,#REF!,#REF!,Wed,Thu
A00941,Central,Khan,Replace,,16-Jun-21,24-Jun-21,1,,Yes,0.5,25.07,C.O.D.,8,#REF!,#REF!,#REF!, -   ,#REF!,#REF!,Wed,Thu
A00942,Southeast,Burton,Assess,,16-Jun-21,15-Jul-21,1,,,0.5,175.22,C.O.D.,29,#REF!,#REF!,#REF!,175.22,#REF!,#REF!,Wed,Thu
A00943,Northwest,Khan,Repair,,16-Jun-21,21-Jul-21,2,,,3.5,23,Account,35,#REF!,#REF!,#REF!,23,#REF!,#REF!,Wed,Wed
A00944,West,Khan,Assess,,16-Jun-21,,2,,,,30,C.O.D.,  ,#REF!,#REF!,#REF!,30,#REF!,#REF!,Wed,Sat
A00945,Central,Cartier,Deliver,,16-Jun-21,,1,,,,161.08,Account,  ,#REF!,#REF!,#REF!,161.08,#REF!,#REF!,Wed,Sat
A00946,Central,Khan,Deliver,,16-Jun-21,,1,,,,59.81,C.O.D.,  ,#REF!,#REF!,#REF!,59.81,#REF!,#REF!,Wed,Sat
A00947,West,Khan,Assess,,16-Jun-21,,1,,,,19.2,C.O.D.,  ,#REF!,#REF!,#REF!,19.2,#REF!,#REF!,Wed,Sat
A00948,North,Ling,Deliver,Yes,16-Jun-21,,1,,,,50.79,Account,  ,#REF!,#REF!,#REF!,50.79,#REF!,#REF!,Wed,Sat
A00949,North,Ling,Assess,,17-Jun-21,30-Jun-21,2,,,1.25,122.81,C.O.D.,13,#REF!,#REF!,#REF!,122.81,#REF!,#REF!,Thu,Wed
A00950,West,Cartier,Assess,,17-Jun-21,6-Jul-21,1,,,0.25,54.82,Account,19,#REF!,#REF!,#REF!,54.82,#REF!,#REF!,Thu,Tue
A00951,Central,Cartier,Replace,,17-Jun-21,22-Jul-21,2,,,2.5,86.42,C.O.D.,35,#REF!,#REF!,#REF!,86.42,#REF!,#REF!,Thu,Thu
A00952,Northeast,Ling,Assess,,17-Jun-21,,2,,,,100.6,C.O.D.,  ,#REF!,#REF!,#REF!,100.6,#REF!,#REF!,Thu,Sat
A00953,North,Ling,Deliver,,17-Jun-21,,1,,,,17.17,Account,  ,#REF!,#REF!,#REF!,17.17,#REF!,#REF!,Thu,Sat
A00954,West,Burton,Assess,,17-Jun-21,,1,,,,10.31,P.O.,  ,#REF!,#REF!,#REF!,10.31,#REF!,#REF!,Thu,Sat
A00955,North,Ling,Assess,,17-Jun-21,,2,,,,18.63,Account,  ,#REF!,#REF!,#REF!,18.63,#REF!,#REF!,Thu,Sat
A00956,North,Ling,Assess,,17-Jun-21,,2,,,,32,Account,  ,#REF!,#REF!,#REF!,32,#REF!,#REF!,Thu,Sat
A00957,North,Ling,Deliver,,17-Jun-21,,1,,,,14.13,P.O.,  ,#REF!,#REF!,#REF!,14.13,#REF!,#REF!,Thu,Sat
A00958,North,Ling,Repair,,17-Jun-21,,1,,,,322,Account,  ,#REF!,#REF!,#REF!,322,#REF!,#REF!,Thu,Sat
A00959,Northeast,Ling,Assess,,17-Jun-21,,2,,,,50.6,C.O.D.,  ,#REF!,#REF!,#REF!,50.6,#REF!,#REF!,Thu,Sat
A00960,Southwest,Burton,Assess,,18-Jun-21,12-Jul-21,2,,,2,134.5,C.O.D.,24,#REF!,#REF!,#REF!,134.5,#REF!,#REF!,Fri,Mon
A00961,Southeast,Cartier,Replace,,19-Jun-21,3-Jul-21,1,,,0.5,78.33,C.O.D.,14,#REF!,#REF!,#REF!,78.33,#REF!,#REF!,Sat,Sat
A00962,Northwest,Khan,Install,,21-Jun-21,30-Jun-21,1,,,1.5,202.8,Account,9,#REF!,#REF!,#REF!,202.8,#REF!,#REF!,Mon,Wed
A00963,Central,Burton,Replace,,21-Jun-21,9-Jul-21,1,,,0.5,67.9,C.O.D.,18,#REF!,#REF!,#REF!,67.9,#REF!,#REF!,Mon,Fri
A00964,Northeast,Ling,Assess,,21-Jun-21,12-Jul-21,2,,,1,144,C.O.D.,21,#REF!,#REF!,#REF!,144,#REF!,#REF!,Mon,Mon
A00965,South,Burton,Deliver,,21-Jun-21,13-Jul-21,2,,,0.25,178.36,Account,22,#REF!,#REF!,#REF!,178.36,#REF!,#REF!,Mon,Tue
A00966,East,Ling,Deliver,,21-Jun-21,14-Jul-21,1,,,0.25,7.31,P.O.,23,#REF!,#REF!,#REF!,7.31,#REF!,#REF!,Mon,Wed
A00967,East,Ling,Assess,,21-Jun-21,,2,,,,120,Account,  ,#REF!,#REF!,#REF!,120,#REF!,#REF!,Mon,Sat
A00968,Northwest,Cartier,Assess,,21-Jun-21,,1,,,,193.84,C.O.D.,  ,#REF!,#REF!,#REF!,193.84,#REF!,#REF!,Mon,Sat
A00969,Northwest,Cartier,Assess,,21-Jun-21,,1,,,,901.5,P.O.,  ,#REF!,#REF!,#REF!,901.5,#REF!,#REF!,Mon,Sat
A00970,Central,Cartier,Deliver,,21-Jun-21,,1,,,,64.34,Account,  ,#REF!,#REF!,#REF!,64.34,#REF!,#REF!,Mon,Sat
A00971,Central,Cartier,Deliver,,21-Jun-21,,1,,,,64.34,Account,  ,#REF!,#REF!,#REF!,64.34,#REF!,#REF!,Mon,Sat
A00972,Central,Burton,Assess,,21-Jun-21,,2,,,,282,C.O.D.,  ,#REF!,#REF!,#REF!,282,#REF!,#REF!,Mon,Sat
A00973,West,Khan,Deliver,,22-Jun-21,16-Jul-21,1,,,0.25,21.33,Account,24,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Tue,Fri
A00974,North,Ling,Assess,,22-Jun-21,19-Jul-21,2,,,0.25,55.89,Account,27,#REF!,#REF!,#REF!,55.89,#REF!,#REF!,Tue,Mon
A00975,Northwest,Khan,Replace,,22-Jun-21,21-Jul-21,2,,,0.5,227.13,Account,29,#REF!,#REF!,#REF!,227.13,#REF!,#REF!,Tue,Wed
A00976,Northwest,Cartier,Replace,,22-Jun-21,,2,Yes,Yes,,593.44,Warranty,  ,#REF!,#REF!, -   , -   ,#REF!, -   ,Tue,Sat
A00977,Central,Burton,Replace,,22-Jun-21,,1,,,,65.5,Account,  ,#REF!,#REF!,#REF!,65.5,#REF!,#REF!,Tue,Sat
A00978,East,Ling,Replace,,22-Jun-21,,2,,,,"1,137.74",Account,  ,#REF!,#REF!,#REF!,"1,137.74",#REF!,#REF!,Tue,Sat
A00979,Central,Cartier,Repair,,22-Jun-21,,1,,,,273,C.O.D.,  ,#REF!,#REF!,#REF!,273,#REF!,#REF!,Tue,Sat
A00980,South,Lopez,Deliver,,23-Jun-21,25-Jun-21,1,,,0.25,270.45,Account,2,#REF!,#REF!,#REF!,270.45,#REF!,#REF!,Wed,Fri
A00981,Central,Khan,Assess,,23-Jun-21,3-Jul-21,1,,,1,180,P.O.,10,#REF!,#REF!,#REF!,180,#REF!,#REF!,Wed,Sat
A00982,South,Lopez,Repair,,23-Jun-21,13-Jul-21,1,,,1,188.95,Account,20,#REF!,#REF!,#REF!,188.95,#REF!,#REF!,Wed,Tue
A00983,Northeast,Ling,Deliver,,23-Jun-21,21-Jul-21,1,,,0.25,37.58,Account,28,#REF!,#REF!,#REF!,37.58,#REF!,#REF!,Wed,Wed
A00984,Northwest,Cartier,Replace,,23-Jun-21,19-Jul-21,1,,,0.5,20,Account,26,#REF!,#REF!,#REF!,20,#REF!,#REF!,Wed,Mon
A00985,South,Burton,Deliver,,23-Jun-21,19-Jul-21,1,,,0.25,78.28,C.O.D.,26,#REF!,#REF!,#REF!,78.28,#REF!,#REF!,Wed,Mon
A00986,South,Ling,Deliver,,23-Jun-21,22-Jul-21,1,,,0.25,37.29,Account,29,#REF!,#REF!,#REF!,37.29,#REF!,#REF!,Wed,Thu
A00987,North,Ling,Deliver,Yes,23-Jun-21,,1,,,,48.59,C.O.D.,  ,#REF!,#REF!,#REF!,48.59,#REF!,#REF!,Wed,Sat
A00988,Central,Burton,Assess,,23-Jun-21,,2,,,,164.4,C.O.D.,  ,#REF!,#REF!,#REF!,164.4,#REF!,#REF!,Wed,Sat
A00989,North,Ling,Deliver,,24-Jun-21,15-Jul-21,2,,,0.25,268.06,Account,21,#REF!,#REF!,#REF!,268.06,#REF!,#REF!,Thu,Thu
A00990,West,Khan,Deliver,,24-Jun-21,23-Jul-21,1,,,0.25,19.2,P.O.,29,#REF!,#REF!,#REF!,19.2,#REF!,#REF!,Thu,Fri
A00991,North,Ling,Assess,,24-Jun-21,19-Jul-21,2,,,0.25,21.33,Account,25,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Thu,Mon
A00992,North,Burton,Replace,,24-Jun-21,,1,,,,7.5,C.O.D.,  ,#REF!,#REF!,#REF!,7.5,#REF!,#REF!,Thu,Sat
A00993,North,Ling,Deliver,,24-Jun-21,,1,,,,115.19,Account,  ,#REF!,#REF!,#REF!,115.19,#REF!,#REF!,Thu,Sat
A00994,North,Ling,Deliver,,24-Jun-21,,1,,,,120,Account,  ,#REF!,#REF!,#REF!,120,#REF!,#REF!,Thu,Sat
A00995,East,Ling,Deliver,,24-Jun-21,,1,,,,21,Account,  ,#REF!,#REF!,#REF!,21,#REF!,#REF!,Thu,Sat
A00996,East,Ling,Assess,,24-Jun-21,,1,,,,58.89,C.O.D.,  ,#REF!,#REF!,#REF!,58.89,#REF!,#REF!,Thu,Sat
A00997,Central,Burton,Deliver,,24-Jun-21,,1,,,,32.67,C.O.D.,  ,#REF!,#REF!,#REF!,32.67,#REF!,#REF!,Thu,Sat
A00998,Southeast,Burton,Repair,,24-Jun-21,,2,,,,205.28,C.O.D.,  ,#REF!,#REF!,#REF!,205.28,#REF!,#REF!,Thu,Sat
A00999,Central,Khan,Replace,,24-Jun-21,,2,,,,223.65,Account,  ,#REF!,#REF!,#REF!,223.65,#REF!,#REF!,Thu,Sat
A01000,Northwest,Khan,Repair,,25-Jun-21,16-Jul-21,1,,,6.25,20,C.O.D.,21,#REF!,#REF!,#REF!,20,#REF!,#REF!,Fri,Fri
A01001,Northwest,Khan,Repair,,25-Jun-21,,1,,,,415.28,P.O.,  ,#REF!,#REF!,#REF!,415.28,#REF!,#REF!,Fri,Sat
A01002,Southeast,Khan,Assess,,26-Jun-21,24-Jul-21,2,,,0.25,237.21,C.O.D.,28,#REF!,#REF!,#REF!,237.21,#REF!,#REF!,Sat,Sat
A01003,North,Ling,Replace,,28-Jun-21,19-Jul-21,2,,,2.5,106.65,Account,21,#REF!,#REF!,#REF!,106.65,#REF!,#REF!,Mon,Mon
A01004,Central,Cartier,Replace,Yes,28-Jun-21,,2,,,,60,C.O.D.,  ,#REF!,#REF!,#REF!,60,#REF!,#REF!,Mon,Sat
A01005,North,Ling,Deliver,,29-Jun-21,9-Jul-21,1,,,0.25,20.07,Account,10,#REF!,#REF!,#REF!,20.07,#REF!,#REF!,Tue,Fri
A01006,South,Burton,Replace,,29-Jun-21,15-Jul-21,2,,,0.5,215.99,Account,16,#REF!,#REF!,#REF!,215.99,#REF!,#REF!,Tue,Thu
A01007,West,Khan,Deliver,,29-Jun-21,14-Jul-21,1,,,0.25,18,C.O.D.,15,#REF!,#REF!,#REF!,18,#REF!,#REF!,Tue,Wed
A01008,North,Ling,Deliver,,29-Jun-21,,1,,,,43.01,C.O.D.,  ,#REF!,#REF!,#REF!,43.01,#REF!,#REF!,Tue,Sat
A01009,North,Ling,Assess,,29-Jun-21,,1,,,,58.5,Account,  ,#REF!,#REF!,#REF!,58.5,#REF!,#REF!,Tue,Sat
A01010,Southeast,Khan,Replace,,29-Jun-21,,1,,,,146.72,C.O.D.,  ,#REF!,#REF!,#REF!,146.72,#REF!,#REF!,Tue,Sat
A01011,Central,Cartier,Install,,29-Jun-21,,1,,,,60,Account,  ,#REF!,#REF!,#REF!,60,#REF!,#REF!,Tue,Sat
A01012,Southeast,Burton,Assess,,29-Jun-21,,2,,,,180,C.O.D.,  ,#REF!,#REF!,#REF!,180,#REF!,#REF!,Tue,Sat
A01013,East,Ling,Install,,29-Jun-21,,2,,,,165,Account,  ,#REF!,#REF!,#REF!,165,#REF!,#REF!,Tue,Sat
A01014,South,Burton,Install,,30-Jun-21,12-Jul-21,2,,,1,183.54,Account,12,#REF!,#REF!,#REF!,183.54,#REF!,#REF!,Wed,Mon
A01015,South,Burton,Repair,,30-Jun-21,13-Jul-21,2,,,1.75,333.9,Account,13,#REF!,#REF!,#REF!,333.9,#REF!,#REF!,Wed,Tue
A01016,Northwest,Khan,Assess,Yes,30-Jun-21,21-Jul-21,2,,,0.5,23.9,Account,21,#REF!,#REF!,#REF!,23.9,#REF!,#REF!,Wed,Wed
A01017,Northwest,Khan,Assess,Yes,30-Jun-21,21-Jul-21,2,,,0.5,38.5,Account,21,#REF!,#REF!,#REF!,38.5,#REF!,#REF!,Wed,Wed
A01018,Central,Khan,Replace,,30-Jun-21,,2,,,,103.18,C.O.D.,  ,#REF!,#REF!,#REF!,103.18,#REF!,#REF!,Wed,Sat
A01019,Northwest,Khan,Assess,,30-Jun-21,,1,,,,68.5,Account,  ,#REF!,#REF!,#REF!,68.5,#REF!,#REF!,Wed,Sat
A01020,Southeast,Burton,Repair,,30-Jun-21,,2,,,,309.64,C.O.D.,  ,#REF!,#REF!,#REF!,309.64,#REF!,#REF!,Wed,Sat
A01021,Northeast,Ling,Install,,30-Jun-21,,2,,,,625.5,Account,  ,#REF!,#REF!,#REF!,625.5,#REF!,#REF!,Wed,Sat
A01022,North,Ling,Repair,,30-Jun-21,,2,,,,687.92,C.O.D.,  ,#REF!,#REF!,#REF!,687.92,#REF!,#REF!,Wed,Sat
A01023,West,Khan,Assess,,30-Jun-21,,1,,,,110.69,P.O.,  ,#REF!,#REF!,#REF!,110.69,#REF!,#REF!,Wed,Sat
A01024,Southwest,Burton,Assess,,30-Jun-21,,2,,,,151.81,C.O.D.,  ,#REF!,#REF!,#REF!,151.81,#REF!,#REF!,Wed,Sat
A01025,North,Ling,Assess,,1-Jul-21,,2,,,,120,Account,  ,#REF!,#REF!,#REF!,120,#REF!,#REF!,Thu,Sat
A01026,West,Khan,Deliver,,2-Jul-21,,1,,,,74.78,Account,  ,#REF!,#REF!,#REF!,74.78,#REF!,#REF!,Fri,Sat
A01027,Central,Cartier,Install,,2-Jul-21,,2,,,,445.16,C.O.D.,  ,#REF!,#REF!,#REF!,445.16,#REF!,#REF!,Fri,Sat
A01028,Central,Khan,Assess,,5-Jul-21,20-Jul-21,2,,,0.5,85.32,Account,15,#REF!,#REF!,#REF!,85.32,#REF!,#REF!,Mon,Tue
A01029,West,Khan,Assess,,5-Jul-21,,2,,,,180.33,Account,  ,#REF!,#REF!,#REF!,180.33,#REF!,#REF!,Mon,Sat
A01030,East,Ling,Replace,,5-Jul-21,,2,,,,21.33,Account,  ,#REF!,#REF!,#REF!,21.33,#REF!,#REF!,Mon,Sat
A01031,Northwest,Lopez,Install,,5-Jul-21,,2,,,,"1,630.12",C.O.D.,  ,#REF!,#REF!,#REF!,"1,630.12",#REF!,#REF!,Mon,Sat
A01032,South,Burton,Deliver,,6-Jul-21,13-Jul-21,1,,,0.25,122.36,Account,7,#REF!,#REF!,#REF!,122.36,#REF!,#REF!,Tue,Tue
A01033,Northwest,Cartier,Assess,,6-Jul-21,22-Jul-21,1,,,0.5,120,Account,16,#REF!,#REF!,#REF!,120,#REF!,#REF!,Tue,Thu
A01034,North,Ling,Assess,,6-Jul-21,,1,,,,48.79,Account,  ,#REF!,#REF!,#REF!,48.79,#REF!,#REF!,Tue,Sat
A01035,North,Ling,Replace,,6-Jul-21,,2,,,,94.63,C.O.D.,  ,#REF!,#REF!,#REF!,94.63,#REF!,#REF!,Tue,Sat
A01036,Southeast,Cartier,Replace,,6-Jul-21,,1,,,,142.38,C.O.D.,  ,#REF!,#REF!,#REF!,142.38,#REF!,#REF!,Tue,Sat
A01037,North,Ling,Replace,,6-Jul-21,,2,,,,37.29,C.O.D.,  ,#REF!,#REF!,#REF!,37.29,#REF!,#REF!,Tue,Sat
A01038,Southeast,Burton,Repair,,7-Jul-21,21-Jul-21,2,,,1,46.86,P.O.,14,#REF!,#REF!,#REF!,46.86,#REF!,#REF!,Wed,Wed
A01039,Northwest,Khan,Assess,Yes,7-Jul-21,21-Jul-21,2,,,0.5,74.53,Account,14,#REF!,#REF!,#REF!,74.53,#REF!,#REF!,Wed,Wed
A01040,North,Ling,Deliver,,7-Jul-21,,1,,,,140.13,Account,  ,#REF!,#REF!,#REF!,140.13,#REF!,#REF!,Wed,Sat
A01041,East,Ling,Replace,,7-Jul-21,,2,,,,191.69,Account,  ,#REF!,#REF!,#REF!,191.69,#REF!,#REF!,Wed,Sat
A01042,Central,Burton,Deliver,,7-Jul-21,,1,,,,64.34,C.O.D.,  ,#REF!,#REF!,#REF!,64.34,#REF!,#REF!,Wed,Sat
A01043,South,Burton,Replace,,7-Jul-21,,2,,,,335.62,P.O.,  ,#REF!,#REF!,#REF!,335.62,#REF!,#REF!,Wed,Sat
A01044,Southwest,Burton,Replace,,7-Jul-21,,2,,,,414.86,C.O.D.,  ,#REF!,#REF!,#REF!,414.86,#REF!,#REF!,Wed,Sat
A01045,Central,Khan,Repair,,8-Jul-21,19-Jul-21,2,,,1,312.19,C.O.D.,11,#REF!,#REF!,#REF!,312.19,#REF!,#REF!,Thu,Mon
A01046,Central,Cartier,Install,Yes,8-Jul-21,,2,,,,116.1,C.O.D.,  ,#REF!,#REF!,#REF!,116.1,#REF!,#REF!,Thu,Sat
A01047,East,Ling,Repair,,8-Jul-21,,2,,,,187.55,C.O.D.,  ,#REF!,#REF!,#REF!,187.55,#REF!,#REF!,Thu,Sat
A01048,Central,Burton,Install,,8-Jul-21,,2,Yes,Yes,,"3,060.34",Warranty,  ,#REF!,#REF!, -   , -   ,#REF!, -   ,Thu,Sat
A01049,Central,Burton,Assess,,9-Jul-21,,2,,,,250.83,C.O.D.,  ,#REF!,#REF!,#REF!,250.83,#REF!,#REF!,Fri,Sat
A01050,South,Burton,Assess,,10-Jul-21,,1,,,,320.71,C.O.D.,  ,#REF!,#REF!,#REF!,320.71,#REF!,#REF!,Sat,Sat
A01051,Central,Burton,Assess,Yes,12-Jul-21,21-Jul-21,1,,,0.75,74.95,C.O.D.,9,#REF!,#REF!,#REF!,74.95,#REF!,#REF!,Mon,Wed
A01052,Southeast,Burton,Replace,Yes,12-Jul-21,22-Jul-21,2,,,1.75,120,P.O.,10,#REF!,#REF!,#REF!,120,#REF!,#REF!,Mon,Thu
